Fecha;Item 1;item 2;Item 3;Item 4;Item 5;Item 6;Item 7;Item 8;Item 9;Item 10;Item 11;Item 12;Item 13;Item 14;Item 15;Item 16;Item 17;Item 18;Item 19;Item 20;Item 21;Item 22;Item 23;Item 24;Item 25;Item 26;Item 27;Item 28;Item 29;Item 30;Item 31;Item 32;Item 33;Item 34;Item 35;Item 36;Item 37;Item 38;Item 39;Item 40;Item 41;Item 42;Item 43;Item 44;Item 45;Item 46;Item 47;Item 48;Item 49;Item 50;Item 51;Item 52;Item 53;Item 54;Item 55;Item 56;Item 57;Item 58;Item 59;Item 60;Item 61;Item 62;Item 63;Item 64;Item 65;Item 66;Item 67;Item 68;Item 69;Item 70;Item 71;Item 72;Item 73;Item 74;Item 75;Item 76;Item 77;Item 78;Item 79;Item 80
10/01/2021;884;716;548;1;4;50;4;7;52;708;18;0;42;64;224;0;45;0;0;7;17;6;1;0;0;0;0;0;0;0;21;6;0;5;0;0;0;3;72;0;0;27;22;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
17/01/2021;3150;3400;2166;0;14;55;18;40;70;1788;352;5;0;8;166;34;131;0;2;14;2;121;0;30;0;12;0;0;0;3;0;0;0;34;0;0;0;0;260;0;0;0;2;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2
24/01/2021;0;0;5;7;1;14;13;9;13;0;136;0;88;0;15;60;36;0;1;0;2;0;0;0;0;24;0;0;0;9;0;2;1;9;0;0;0;0;64;0;0;0;0;0;0;0;0;0;100;0;2;0;0;0;0;0;0;0;0;7;0;144;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;220;0;0
31/01/2021;4296;3596;2902;1;43;139;3;47;78;400;328;10;40;10;91;20;35;0;0;24;0;90;0;200;0;159;0;0;0;91;0;0;2;26;0;0;0;0;128;0;0;0;0;0;0;0;0;0;240;1;6;0;0;0;0;0;0;0;10;0;0;824;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1000;0;0
7/02/2021;0;0;0;0;0;25;0;0;17;0;128;0;34;0;27;0;0;0;0;0;0;15;0;150;0;55;0;0;0;0;0;0;0;1;38;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;0;0;0;0;0;0;0;0;0;0;0;0;0
14/02/2021;1336;2060;1396;9;40;60;0;0;34;792;4;13;44;16;73;0;-1;0;0;0;0;0;1;200;0;0;0;4;0;0;0;0;1;32;0;0;0;0;104;0;0;1;0;0;0;0;1224;0;360;0;30;0;0;1840;0;0;0;0;0;1;560;476;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;368;0;0
21/02/2021;3444;1830;1700;6;6;40;2;14;13;100;342;19;20;0;68;15;26;0;6;0;1;21;2;0;1;20;0;0;0;30;0;0;2;2;0;0;0;0;74;0;3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/02/2021;2054;1816;1252;0;9;76;11;30;71;300;556;1;60;0;40;25;55;0;2;1;1;3;1;0;0;162;0;8;0;50;0;0;3;15;0;0;0;0;58;0;1;0;13;0;0;0;0;0;474;0;1;0;0;0;0;0;0;0;0;2;0;356;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;360;0;0
7/03/2021;296;1024;760;-1;13;49;6;8;0;156;174;0;25;-3;0;0;0;0;0;6;1;0;0;100;0;57;0;2;0;0;0;48;0;20;0;0;0;0;0;0;2;0;0;0;3168;0;0;0;0;1;0;0;0;0;768;0;0;0;120;0;0;0;120;0;0;3168;100;120;0;0;384;0;0;0;288;0;0;100;3840;0
14/03/2021;1048;1504;1184;16;25;37;21;7;54;3724;1230;0;41;1;148;31;5;0;0;2;-1;0;0;700;0;120;0;0;0;121;10;10;0;5;0;0;0;0;72;0;1;0;18;0;0;0;0;0;260;0;15;0;0;0;0;0;0;0;0;4;0;436;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0
21/03/2021;1588;988;768;0;13;122;-6;0;-5;872;20;12;-12;17;0;5;0;0;5;3;4;0;0;230;0;-60;0;0;0;6;-5;-14;0;0;0;0;0;0;24;0;0;0;-9;0;-1584;0;0;0;-120;0;-3;0;0;0;-384;0;0;0;-60;2;0;-200;-60;0;0;-1584;200;-60;0;0;-192;0;0;0;-144;0;0;200;-1920;0
28/03/2021;1180;1236;1272;7;7;174;9;12;35;0;8;4;27;6;60;6;149;0;4;0;2;51;0;0;0;84;0;0;0;0;0;40;0;12;0;0;0;0;72;0;2;0;6;0;0;0;0;0;0;0;7;0;0;0;0;0;3;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4/04/2021;1810;718;1308;0;15;40;4;20;85;0;114;4;15;7;162;0;275;0;6;13;5;50;1;0;0;150;0;5;0;150;0;-1;0;13;0;0;2;0;172;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/04/2021;720;2076;1048;0;9;63;0;13;50;0;144;4;8;0;62;5;29;0;27;3;1;119;0;100;0;111;0;8;0;18;0;0;0;20;0;0;0;0;104;0;0;0;0;0;0;0;0;0;60;1;34;0;0;0;0;0;0;0;0;3;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/04/2021;1296;2404;1620;0;6;165;21;14;38;0;169;0;12;2;288;2;1;0;16;8;37;30;0;20;0;15;0;0;0;9;0;0;0;41;0;0;0;0;8;0;0;0;1;0;3600;0;0;0;20;0;0;0;0;0;504;0;0;0;0;0;0;24;0;0;0;1608;0;0;0;0;100;0;0;0;0;0;0;0;2600;0
25/04/2021;2748;2736;1528;1;72;69;12;10;96;4008;112;41;66;6;81;11;46;0;0;10;0;96;0;0;0;120;0;7;0;24;0;8;0;0;0;0;0;0;80;0;0;0;11;0;0;0;168;0;416;0;21;0;0;0;0;0;0;0;0;0;0;744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2/05/2021;1952;2812;2656;15;17;277;7;32;68;150;558;4;25;13;70;24;17;0;2;15;13;50;1;0;0;24;0;5;0;0;3;0;1;12;0;0;2;1;40;0;1;0;1;1;0;1;0;0;130;0;1;0;0;0;0;0;0;0;0;2;0;110;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
9/05/2021;444;788;604;0;-7;103;1;8;0;3168;0;5;0;2;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;432;448;304;7;0;0;4;0;30;0;108;0;0;2;0;6;8;0;0;0;0;6;0;250;0;3;0;0;0;0;0;0;0;5;21;0;0;0;0;0;1;58;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;250;0;0
23/05/2021;1552;1104;656;3;15;127;9;0;41;780;70;20;13;8;144;70;0;0;0;2;8;39;0;0;0;42;0;2;0;21;15;0;0;1;0;0;34;0;72;0;0;50;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2021;262;576;480;5;58;7;10;32;118;948;36;0;3;5;81;26;41;0;0;1;0;27;0;-20;0;24;2;3;0;9;0;3;0;1;0;0;34;0;40;0;2;15;0;0;4500;0;240;0;40;0;0;0;0;240;800;0;0;0;0;0;240;372;20;0;0;0;0;40;0;0;32;0;2;0;42;0;0;0;4500;0
6/06/2021;1420;1839;1260;0;13;120;7;0;3;384;68;0;14;33;51;-5;0;0;0;0;0;30;0;0;0;6;0;0;0;18;0;2;0;4;0;0;0;0;0;0;1;0;0;0;5976;0;768;0;20;2;0;0;0;240;384;0;0;0;50;0;0;144;20;0;0;3588;0;0;0;0;144;0;0;0;0;0;0;0;6480;0
13/06/2021;656;852;528;2;16;44;13;60;0;36;160;11;20;2;0;14;2;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;110;0;0
20/06/2021;1336;1480;1500;6;46;55;-3;-30;60;168;0;0;14;9;0;4;15;0;0;10;2;21;0;0;0;42;0;0;0;6;0;0;0;4;0;0;0;0;72;0;0;0;-4;0;0;0;0;0;20;0;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
27/06/2021;132;324;252;19;24;0;4;0;25;99;0;0;0;2;0;15;9;0;0;0;0;12;1;0;0;54;0;0;0;0;0;0;2;0;0;0;0;0;48;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;500;0;0
4/07/2021;1896;1952;1768;3;9;4;0;0;18;272;0;6;4;11;0;10;35;0;0;23;1;715;0;0;0;33;0;6;0;24;0;0;0;0;0;0;0;0;176;0;0;2;0;0;8592;0;0;0;0;0;7;0;0;0;2188;0;0;1;90;0;0;24;65;0;0;2592;0;90;0;0;392;0;0;0;246;0;0;0;8920;0
11/07/2021;304;500;696;1;12;-1;6;6;10;168;0;13;23;15;10;25;-2;0;0;5;0;48;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;432;0;0;0;0;0;0;400;0;0;1;0;0;0;80;240;0;0;2;0;850;0;0;0;0;0;0;0;0;6;0;600;0;0
18/07/2021;956;149;104;6;48;0;6;79;67;0;1;25;52;21;0;30;13;0;10;5;15;35;5;800;0;49;0;0;0;3;0;0;1;8;0;0;0;0;98;0;3;0;20;0;0;0;0;0;20;1;0;0;0;0;0;0;1;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
25/07/2021;696;826;340;5;0;0;17;0;65;0;0;2;53;0;0;2;75;0;0;14;4;54;2;20;0;0;0;0;0;63;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;34;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1/08/2021;4084;3180;2208;0;22;0;0;3;44;100;0;1;60;6;450;25;10;0;3;0;1;12;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;2;61;0;0;0;0;0;0;3;0;0;60;0;4;0;0;400;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8/08/2021;28;52;0;0;0;0;2;0;0;0;0;5;50;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15/08/2021;844;1316;1624;4;13;0;40;1;30;0;0;4;0;34;0;17;76;0;0;0;5;81;0;111;0;0;0;0;0;57;0;0;0;0;0;0;0;0;40;0;0;50;5;0;204;0;0;0;80;1;0;0;0;600;204;0;0;0;10;5;0;36;0;0;1;204;840;0;0;0;0;0;0;0;0;1;0;840;0;4
22/08/2021;1368;788;24;0;19;0;0;24;5;0;0;3;0;12;0;4;0;0;5;11;1;6;0;10;0;0;1;13;0;3;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/08/2021;972;2320;1128;3;2;-1;0;2;7;0;0;38;11;5;257;1;6;0;0;0;2;16;0;0;0;0;0;3;0;42;0;0;0;11;0;0;0;3;0;0;1;0;0;0;0;1;0;0;100;0;8;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5/09/2021;3592;4108;3692;0;5;0;0;3;20;672;0;4;10;3;394;2;29;0;5;0;4;356;0;170;0;2;0;3;0;0;0;0;0;1;0;0;0;1;104;0;2;0;0;0;0;0;0;0;40;2;0;0;0;0;0;0;1;0;0;0;0;236;4;0;0;0;100;0;0;0;0;0;1;0;0;0;0;378;0;0
12/09/2021;866;129;298;4;0;0;0;-4;10;0;0;9;0;6;57;16;11;0;0;2;2;12;1;30;0;102;1;1;0;90;0;0;0;2;0;0;0;0;159;0;7;0;1;0;0;0;0;0;20;0;2;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
19/09/2021;1512;2032;1316;6;10;50;8;4;66;2004;0;72;30;5;342;40;78;0;2;6;3;100;3;0;0;76;0;4;0;39;0;0;1;53;0;0;0;0;278;0;1;0;5;0;0;0;0;0;40;3;50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/09/2021;430;648;824;0;0;0;0;10;0;-2341;0;36;24;0;153;0;5;0;0;3;3;60;3;10;0;0;0;0;0;6;0;0;3;20;0;0;0;1;0;0;3;0;0;0;1500;0;312;0;120;2;0;0;0;120;304;0;0;0;50;0;240;0;50;0;0;1008;0;50;0;0;252;0;0;0;102;4;0;0;1000;3
3/10/2021;1992;1956;804;0;2;2;5;5;11;1218;0;6;14;22;277;5;15;0;1;12;6;18;0;140;0;0;0;0;0;37;0;0;0;20;0;0;0;1;46;0;9;4;0;0;0;0;0;0;20;0;2;0;0;0;0;0;0;0;0;3;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1
10/10/2021;384;664;768;1;0;0;6;2;0;0;0;0;7;0;0;0;0;0;0;21;15;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
17/10/2021;136;0;248;2;0;53;2;3;0;156;0;3;19;0;12;2;32;0;22;2;4;3;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/10/2021;868;2249;605;46;0;5;11;13;0;1684;0;9;12;0;106;6;29;0;-1;2;7;114;0;310;0;0;0;2;0;27;0;0;0;27;0;0;0;0;128;0;0;0;0;0;0;0;384;0;120;0;10;0;0;0;0;0;0;1;0;0;280;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;0;0
31/10/2021;1128;2432;1633;9;0;50;20;13;50;2880;0;10;21;3;157;4;0;0;2;30;2;59;0;300;0;0;1;5;0;0;6;32;1;30;0;0;0;2;104;0;0;0;11;0;0;0;0;0;20;0;30;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7/11/2021;800;863;800;2;0;20;6;0;60;2412;0;4;20;0;90;4;0;0;0;4;15;80;0;0;0;120;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;16;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/11/2021;3400;1701;644;3;0;190;5;21;100;1716;0;11;50;0;200;7;101;0;0;10;1;54;1;20;0;0;3;7;0;0;-6;0;3;13;0;0;0;0;193;0;3;0;0;2;0;0;0;0;78;3;10;0;0;0;0;0;0;4;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
21/11/2021;1496;2257;1693;5;30;180;5;49;100;1104;0;39;31;4;258;7;82;0;0;5;3;311;0;160;0;120;0;4;0;108;5;1;0;51;0;0;0;0;120;0;1;0;0;0;0;1;0;0;160;0;23;0;0;0;0;0;0;0;0;1;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/11/2021;3338;1886;2960;8;20;80;0;51;20;71;0;19;14;24;78;40;267;0;0;6;0;4;0;70;0;0;0;12;0;0;22;37;0;10;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0
5/12/2021;1024;439;972;2;90;0;0;0;-4;1652;0;21;1;2;112;4;-2;0;0;1;7;176;0;150;0;0;0;1;0;0;0;6;0;7;0;0;0;0;80;0;0;0;0;0;0;0;0;0;80;1;3;0;0;160;0;0;0;0;0;0;320;-38;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
12/12/2021;60;500;736;1;1;20;-4;0;20;4;0;3;16;4;0;4;0;0;0;0;1;50;1;69;0;0;0;9;0;0;0;5;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
19/12/2021;538;588;1980;12;0;0;5;1;0;156;0;6;40;0;0;11;0;0;0;6;5;21;1;290;0;0;0;0;0;0;0;0;0;28;0;0;80;0;0;0;0;0;0;1;3000;0;0;0;20;0;8;0;0;0;504;1;1;0;60;15;0;48;60;0;0;2004;0;120;0;0;200;0;0;0;180;0;0;0;2000;1
26/12/2021;991;450;750;19;0;74;3;0;50;888;84;0;0;0;86;40;-3;0;0;4;21;27;0;280;0;0;0;3;0;0;0;-1;0;10;0;0;-40;0;0;0;0;0;0;0;0;0;0;0;120;0;16;0;0;0;0;-1;0;0;0;2;0;36;0;0;0;0;80;0;0;0;0;0;0;3;0;0;0;320;0;0
2/01/2022;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9/01/2022;799;1076;204;4;30;82;9;4;122;3636;640;18;20;38;70;3;4;0;0;4;0;80;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;0;0;0;1008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/01/2022;1148;1036;615;0;55;129;0;25;118;480;80;10;2;16;191;12;75;0;0;2;2;0;0;1318;0;0;0;0;0;80;0;0;0;35;17;0;0;0;0;0;0;2;0;1;1500;0;288;0;60;0;2;0;0;0;256;0;0;0;60;2;280;73;60;0;0;1008;100;60;0;0;100;0;0;0;90;0;0;700;1000;0
23/01/2022;1134;2240;1525;5;71;128;12;20;156;166;210;9;12;22;64;14;110;0;13;13;3;62;1;310;0;0;0;1;0;2;40;0;0;14;0;0;0;0;0;0;0;0;0;0;1584;0;0;0;0;0;4;0;0;0;384;0;0;0;60;0;0;84;60;0;0;1584;180;60;0;0;144;0;0;62;144;0;0;180;1920;0
30/01/2022;240;1028;176;3;45;11;6;0;30;12;250;22;39;13;80;22;48;0;2;7;1;33;2;400;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6/02/2022;956;660;596;2;21;46;2;0;122;72;230;6;1;2;112;1;75;0;0;1;0;26;0;250;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;6;14;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0
